SEMESTRE,MAT_ALU,COD_DISC,NOTA,FALTAS,STATUS,
1,1066,20,4,12,R,
8,1067,13,8,15,R,
2,1068,5,6,10,R,
6,1069,7,0,15,R,
6,1070,12,2,18,R,
4,1071,14,0,6,R,
4,1072,7,8,15,R,
7,1073,2,1,8,R,
1,1074,24,0,15,R,
6,1075,19,2,15,R,
3,1076,12,4,3,R,
5,1077,24,6,16,R,
3,1078,17,4,10,R,
2,1079,9,4,17,R,
8,1080,19,2,10,R,
2,1081,17,5,16,R,
5,1082,17,0,2,R,
7,1083,20,8,9,R,
5,1084,19,3,13,R,
8,1085,2,6,7,R,
8,1086,13,8,11,R,
8,1087,5,6,2,R,
3,1088,8,0,13,R,
3,1089,3,0,3,R,
1,1090,21,6,18,R,
5,1091,13,0,4,R,
1,1092,1,9,2,R,
7,1093,17,9,11,R,
3,1094,24,6,15,R,
7,1095,10,4,16,R,
6,1096,19,2,20,R,
2,1097,23,3,15,R,
1,1098,15,10,3,R,
8,1099,19,3,20,R,
4,1100,5,8,6,R,
5,1101,1,4,1,R,
4,1102,14,5,16,R,
1,1103,24,6,19,R,
8,1104,19,8,7,R,
8,1105,1,8,16,R,
3,1106,18,10,2,R,
2,1107,22,1,15,R,
6,1108,19,2,5,R,
2,1109,21,6,5,R,
3,1110,17,4,5,R,
2,1111,14,9,15,R,
8,1112,6,0,1,R,
2,1113,4,2,6,R,
6,1114,21,1,15,R,
7,1115,3,0,9,R,
4,1116,6,9,19,R,
8,1117,13,0,2,R,
1,1118,5,8,19,R,
7,1119,4,7,4,R,
3,1120,11,5,12,R,
1,1121,22,9,20,R,
8,1122,3,1,10,R,
8,1123,24,2,19,R,
3,1124,22,5,0,R,
8,1125,2,5,14,R,
4,1126,17,5,17,R,
6,1127,10,9,4,R,
5,1128,1,5,5,R,
2,1129,24,7,11,R,
3,1130,20,0,6,R,
4,1131,16,1,19,R,
2,1132,9,0,15,R,
1,1133,1,10,12,R,
8,1134,2,2,15,R,
4,1135,2,3,16,R,
3,1136,11,7,7,R,
2,1137,6,3,20,R,
8,1138,19,0,14,R,
1,1139,14,6,10,R,
6,1140,4,8,20,R,
4,1141,11,10,5,R,
2,1142,19,5,12,R,
6,1143,6,9,19,R,
4,1144,21,5,17,R,
4,1145,23,2,2,R,
3,1146,22,7,0,R,
2,1147,8,0,6,R,
6,1148,20,4,19,R,
1,1149,2,3,3,R,
4,1150,12,3,9,R,
3,1151,21,3,12,R,
4,1152,22,5,4,R,
6,1153,8,6,15,R,
6,1154,1,9,12,R,
8,1155,10,0,1,R,
3,1156,4,3,12,R,
2,1157,16,0,13,R,
1,1158,2,9,12,R,
3,1159,4,3,15,R,
7,1160,12,2,17,R,
4,1161,11,9,0,R,
1,1162,16,5,14,R,
5,1163,7,3,4,R,
2,1164,12,6,2,R,
8,1165,14,5,4,R,
1,1166,20,4,4,R,
4,1167,16,3,5,R,
8,1168,20,3,0,R,
7,1169,4,2,5,R,
8,1170,1,4,2,R,
3,1171,5,5,4,R,
5,1172,5,9,16,R,
5,1173,5,5,11,R,
6,1174,8,3,20,R,
8,1175,23,2,2,R,
5,1176,24,5,4,R,
6,1177,14,0,8,R,
4,1178,7,7,12,R,
3,1179,12,3,11,R,
7,1180,8,3,16,R,
2,1181,9,6,7,R,
5,1182,16,1,5,R,
6,1183,9,8,7,R,
2,1184,13,3,0,R,
6,1185,10,2,10,R,
7,1186,7,8,17,R,
3,1187,7,7,11,R,
4,1188,10,5,1,R,
6,1189,2,10,10,R,
2,1190,23,5,17,R,
6,1191,6,1,12,R,
1,1192,8,9,16,R,
1,1193,21,8,20,R,
2,1194,23,7,1,R,
6,1195,1,6,9,R,
5,1196,17,0,11,R,
2,1197,22,3,1,R,
3,1198,1,6,10,R,
7,1199,22,3,16,R,
2,1200,18,9,7,R,
4,1201,5,3,14,R,
7,1202,9,1,9,R,
8,1203,13,4,5,R,
2,1204,21,9,20,R,
3,1205,16,9,20,R,
2,1206,24,10,5,R,
6,1207,15,6,5,R,
3,1208,3,10,13,R,
5,1209,5,5,1,R,
4,1210,2,2,8,R,
2,1211,9,1,17,R,
7,1212,3,8,16,R,
8,1213,7,7,16,R,
8,1214,9,0,11,R,
8,1215,14,3,18,R,
8,1216,19,0,7,R,
4,1217,6,0,17,R,
3,1218,4,5,12,R,
1,1219,3,3,10,R,
1,1220,21,0,20,R,
7,1221,18,2,14,R,
8,1222,5,0,11,R,
2,1223,17,0,15,R,
1,1224,8,7,3,R,
3,1225,22,10,6,R,
6,1226,10,2,9,R,
6,1227,15,0,19,R,
5,1228,3,10,0,R,
5,1229,8,0,4,R,
4,1230,16,5,3,R,
3,1231,22,5,3,R,
5,1232,17,10,16,R,
8,1233,12,8,12,R,
5,1234,9,3,15,R,
7,1235,22,9,2,R,
3,1236,10,6,17,R,
5,1237,22,8,7,R,
6,1238,11,5,17,R,
3,1239,17,6,16,R,
8,1240,18,8,17,R,
6,1241,4,6,10,R,
7,1242,8,10,11,R,
7,1243,24,10,1,R,
8,1244,10,1,11,R,
2,1245,21,8,17,R,
2,1246,15,9,0,R,
6,1247,18,8,11,R,
4,1248,15,5,14,R,
4,1249,17,2,16,R,
6,1250,17,0,10,R,
8,1251,2,9,10,R,
4,1252,10,10,9,R,
5,1253,10,4,20,R,
6,1254,3,8,3,R,
4,1255,20,0,10,R,
6,1256,19,3,20,R,
3,1257,7,6,3,R,
8,1258,21,6,1,R,
4,1259,14,8,20,R,
6,1260,3,5,11,R,
2,1261,6,10,4,R,
2,1262,10,8,7,R,
3,1263,19,6,17,R,
5,1264,12,1,19,R,
4,1265,7,3,0,R,
5,1266,8,9,10,R,
7,1267,3,7,8,R,
5,1268,23,0,9,R,
6,1269,23,0,0,R,
5,1270,18,3,11,R,
5,1271,8,6,19,R,
2,1272,6,8,5,R,
4,1273,2,9,16,R,
7,1274,21,10,11,R,
4,1275,10,7,11,R,
2,1276,4,0,17,R,
7,1277,7,7,12,R,
4,1278,8,3,8,R,
8,1279,24,10,7,R,
3,1280,8,6,6,R,
1,1281,15,6,8,R,
3,1282,1,4,5,R,
7,1283,6,6,7,R,
4,1284,3,8,10,R,
2,1285,8,6,16,R,
2,1286,7,1,11,R,
8,1287,7,1,12,R,
1,1288,8,8,15,R,
6,1289,21,4,3,R,
6,1290,3,6,9,R,
2,1291,22,3,3,R,
2,1292,10,9,10,R,
3,1293,8,0,5,R,
4,1294,17,10,19,R,
7,1295,24,2,4,R,
2,1296,22,3,14,R,
2,1297,2,6,15,R,
2,1298,8,10,7,R,
4,1299,17,2,10,R,
2,1300,23,10,5,R,
7,1301,5,4,3,R,
5,1302,13,7,14,R,
3,1303,1,4,7,R,
6,1304,2,8,1,R,
5,1305,7,10,15,R,
6,1306,7,0,8,R,
6,1307,15,0,17,R,
4,1308,3,8,0,R,
3,1309,5,7,0,R,
3,1310,17,1,17,R,
6,1311,15,7,19,R,
2,1312,9,2,5,R,
2,1313,21,10,15,R,
2,1314,21,9,5,R,
4,1315,22,0,10,R,
1,1316,20,3,16,R,
5,1317,18,7,9,R,
1,1318,13,4,0,R,
1,1319,19,9,13,R,
4,1320,4,6,2,R,
8,1321,18,10,16,R,
8,1322,4,4,17,R,
2,1323,16,6,0,R,
4,1324,15,4,1,R,
2,1325,9,6,18,R,
8,1326,11,5,9,R,
6,1327,3,9,6,R,
6,1328,10,3,1,R,
4,1329,23,4,1,R,
2,1330,6,2,10,R,
5,1331,16,6,5,R,
5,1332,7,4,14,R,
6,1333,18,10,16,R,
7,1334,2,1,14,R,
2,1335,8,4,4,R,
3,1336,23,1,4,R,
6,1337,16,1,9,R,
5,1338,6,4,3,R,
3,1339,22,3,15,R,
3,1340,20,10,9,R,
8,1341,19,6,0,R,
1,1342,3,2,9,R,
1,1343,15,3,15,R,
8,1344,18,0,20,R,
3,1345,2,5,11,R,
3,1346,18,0,19,R,
1,1347,7,5,4,R,
4,1348,6,0,3,R,
7,1349,14,6,11,R,
7,1350,1,7,9,R,
8,1351,22,1,1,R,
6,1352,11,5,16,R,
5,1353,11,0,12,R,
2,1354,7,1,11,R,
3,1355,3,0,20,R,
1,1356,7,2,15,R,
7,1357,23,10,20,R,
2,1358,16,1,14,R,
8,1359,3,10,13,R,
7,1360,11,7,6,R,
5,1361,9,6,4,R,
4,1362,14,4,1,R,
2,1363,5,3,7,R,
8,1364,4,6,7,R,
2,1365,4,0,0,R,
1,1366,18,2,14,R,
8,1367,21,2,9,R,
4,1368,17,9,4,R,
3,1369,4,5,3,R,
2,1370,9,2,13,R,
8,1371,19,6,9,R,
5,1372,15,0,10,R,
6,1373,10,8,1,R,
4,1374,23,6,6,R,
3,1375,11,1,14,R,
7,1376,10,8,3,R,
6,1377,10,8,20,R,
8,1378,10,0,13,R,
3,1379,19,7,12,R,
5,1380,24,4,20,R,
8,1381,8,5,12,R,
1,1382,11,6,14,R,
3,1383,14,4,13,R,
4,1384,10,4,2,R,
6,1385,8,9,14,R,
3,1386,20,3,14,R,
5,1387,15,4,1,R,
4,1388,6,1,3,R,
5,1389,11,9,11,R,
4,1390,21,4,1,R,
3,1391,11,10,0,R,
8,1392,3,2,8,R,
4,1393,21,8,16,R,
3,1394,11,3,10,R,
5,1395,15,3,10,R,
3,1396,12,3,10,R,
7,1397,15,10,3,R,
2,1398,11,4,0,R,
3,1399,8,10,11,R,
8,1400,16,10,18,R,
2,1401,3,3,3,R,
3,1402,1,0,3,R,
7,1403,3,1,2,R,
1,1404,5,10,18,R,
8,1405,16,0,4,R,
3,1406,3,2,14,R,
8,1407,4,0,4,R,
2,1408,15,3,13,R,
4,1409,17,3,18,R,
2,1410,13,3,2,R,
2,1411,22,9,9,R,
1,1412,10,2,20,R,
4,1413,9,6,12,R,
6,1414,23,0,1,R,
4,1415,13,5,11,R,
5,1416,21,9,17,R,
7,1417,24,8,9,R,
2,1418,14,7,20,R,
6,1419,5,2,12,R,
3,1420,4,7,8,R,
8,1421,8,8,10,R,
5,1422,19,4,14,R,
8,1423,17,8,20,R,
4,1424,10,10,19,R,
7,1425,6,6,9,R,
2,1426,17,2,11,R,
1,1427,4,4,11,R,
6,1428,8,2,10,R,
7,1429,18,5,12,R,
8,1430,3,5,10,R,
5,1431,19,7,1,R,
8,1432,15,0,5,R,
4,1433,23,4,4,R,
2,1434,19,7,6,R,
3,1435,12,1,12,R,
3,1436,17,5,2,R,
4,1437,11,3,8,R,
6,1438,10,4,20,R,
4,1439,13,0,7,R,
2,1440,1,10,19,R,
4,1441,19,0,10,R,
2,1442,15,9,7,R,
7,1443,1,4,18,R,
8,1444,19,8,12,R,
2,1445,10,2,3,R,
4,1446,11,2,6,R,
5,1447,4,0,15,R,
7,1448,15,8,2,R,
4,1449,4,5,7,R,
2,1450,17,3,18,R,
6,1451,7,0,8,R,
7,1452,18,2,11,R,
5,1453,16,3,2,R,
4,1454,22,7,14,R,
3,1455,17,7,0,R,
1,1456,15,1,1,R,
8,1457,10,1,0,R,
8,1458,1,8,14,R,
6,1459,14,10,2,R,
4,1460,18,7,18,R,
7,1461,15,1,15,R,
6,1462,19,9,6,R,
2,1463,2,2,6,R,
7,1464,18,7,4,R,
5,1465,5,5,1,R,
7,1466,7,0,15,R,
2,1467,10,3,18,R,
6,1468,21,8,9,R,
4,1469,3,2,10,R,
2,1470,14,4,9,R,
1,1471,2,10,17,R,
7,1472,19,0,5,R,
2,1473,6,0,2,R,
8,1474,7,6,20,R,
5,1475,12,2,19,R,
5,1476,1,10,4,R,
6,1477,1,9,16,R,
7,1478,4,0,20,R,
6,1479,16,6,12,R,
4,1480,21,8,4,R,
6,1481,7,9,9,R,
5,1482,2,6,7,R,
5,1483,13,0,12,R,
6,1484,16,6,1,R,
3,1485,4,5,0,R,
5,1486,21,0,15,R,
1,1487,15,6,19,R,
8,1488,5,9,4,R,
6,1489,13,0,4,R,
8,1490,7,4,10,R,
4,1491,11,2,3,R,
7,1492,10,7,18,R,
5,1493,1,8,9,R,
6,1494,4,3,13,R,
8,1495,17,1,3,R,
2,1496,6,2,4,R,
8,1497,7,9,10,R,
4,1498,21,3,16,R,
2,1499,15,5,7,R,
1,1500,10,6,20,R,
1,1501,11,1,13,R,
7,1502,16,8,13,R,
6,1503,18,5,14,R,
7,1504,9,5,0,R,
2,1505,11,1,19,R,
7,1506,4,2,5,R,
2,1507,22,0,3,R,
4,1508,3,10,17,R,
6,1509,16,10,2,R,
4,1510,19,10,2,R,
1,1511,19,0,5,R,
3,1512,7,7,15,R,
8,1513,16,7,17,R,
5,1514,3,3,9,R,
6,1515,11,2,15,R,
3,1516,7,0,3,R,
2,1517,11,5,3,R,
2,1518,6,0,17,R,
7,1519,6,5,1,R,
6,1520,23,2,16,R,
1,1521,17,9,15,R,
1,1522,20,9,12,R,
3,1523,2,3,3,R,
6,1524,5,3,20,R,
5,1525,16,10,11,R,
7,1526,14,4,15,R,
3,1527,23,0,5,R,
2,1528,14,2,0,R,
6,1529,1,5,0,R,
1,1530,23,1,1,R,
4,1531,16,2,13,R,
8,1532,2,0,10,R,
3,1533,4,7,14,R,
4,1534,16,6,2,R,
4,1535,11,0,8,R,
3,1536,23,4,9,R,
5,1537,9,4,16,R,
2,1538,10,8,17,R,
5,1539,3,3,7,R,
4,1540,8,8,9,R,
6,1541,20,10,12,R,
8,1542,6,10,8,R,
1,1543,11,8,20,R,
7,1544,22,3,8,R,
1,1545,7,5,13,R,
7,1546,14,0,5,R,
4,1547,22,4,18,R,
1,1548,18,1,6,R,
4,1549,17,4,7,R,
1,1550,8,7,3,R,
1,1551,4,6,7,R,
1,1552,12,9,7,R,
7,1553,5,7,3,R,
3,1554,13,8,12,R,
4,1555,13,5,11,R,
4,1556,18,4,0,R,
6,1557,10,5,13,R,
1,1558,21,0,0,R,
5,1559,2,10,11,R,
6,1560,19,6,3,R,
8,1561,5,3,0,R,
8,1562,2,0,6,R,
1,1563,5,9,11,R,
2,1564,15,3,5,R,
7,1565,16,0,15,R,
8,1566,1,1,18,R,
3,1567,3,2,13,R,
8,1568,19,7,1,R,
2,1569,4,5,8,R,
2,1570,24,1,7,R,
7,1571,12,0,14,R,
2,1572,9,9,12,R,
6,1573,9,5,0,R,
6,1574,19,2,6,R,
7,1575,20,7,18,R,
3,1576,20,2,15,R,
5,1577,11,4,16,R,
4,1578,6,5,0,R,
7,1579,7,1,3,R,
7,1580,5,7,4,R,
8,1581,12,6,4,R,
1,1582,23,0,4,R,
5,1583,4,5,16,R,
6,1584,7,2,11,R,
6,1585,10,6,0,R,
6,1586,1,3,20,R,
5,1587,23,3,13,R,
6,1588,16,9,14,R,
2,1589,19,2,1,R,
5,1590,1,10,11,R,
1,1591,13,3,17,R,
1,1592,10,4,18,R,
8,1593,16,4,0,R,
3,1594,19,10,1,R,
1,1595,24,3,13,R,
8,1596,1,1,7,R,
1,1597,6,9,4,R,
6,1598,21,9,12,R,
1,1599,5,3,8,R,
8,1600,3,8,4,R,
6,1601,22,0,16,R,
4,1602,6,4,11,R,
1,1603,5,4,17,R,
2,1604,20,1,14,R,
6,1605,19,8,15,R,
4,1606,17,1,10,R,
5,1607,9,7,4,R,
3,1608,15,3,16,R,
1,1609,16,1,5,R,
3,1610,18,0,14,R,
2,1611,9,8,20,R,
5,1612,6,2,10,R,
6,1613,11,9,7,R,
1,1614,8,1,11,R,
3,1615,7,9,4,R,
4,1616,8,9,6,R,
8,1617,9,7,14,R,
1,1618,1,6,11,R,
1,1619,19,9,4,R,
8,1620,16,0,7,R,
7,1621,5,10,7,R,
1,1622,24,2,6,R,
2,1623,3,0,1,R,
5,1624,1,4,2,R,
8,1625,13,0,5,R,
2,1626,18,5,6,R,
6,1627,22,10,14,R,
5,1628,18,6,18,R,
3,1629,5,2,13,R,
8,1630,20,9,7,R,
2,1631,17,8,12,R,
2,1632,1,5,4,R,
8,1633,21,8,7,R,
1,1634,3,10,6,R,
1,1635,10,1,10,R,
3,1636,7,5,9,R,
6,1637,2,2,3,R,
2,1638,7,6,17,R,
5,1639,2,1,12,R,
3,1640,12,4,20,R,
5,1641,18,6,17,R,
3,1642,3,5,3,R,
6,1643,4,0,3,R,
8,1644,10,9,10,R,
6,1645,14,5,18,R,
1,1646,22,4,15,R,
1,1647,7,6,18,R,
7,1648,19,5,12,R,
8,1649,13,6,0,R,
3,1650,15,3,11,R,
6,1651,9,1,5,R,
2,1652,16,1,11,R,
6,1653,5,5,1,R,
6,1654,19,5,18,R,
8,1655,9,6,3,R,
2,1656,21,9,15,R,
8,1657,22,9,19,R,
8,1658,23,6,6,R,
2,1659,17,1,3,R,
5,1660,5,2,17,R,
6,1661,11,10,17,R,
7,1662,24,4,11,R,
1,1663,4,10,11,R,
2,1664,18,1,14,R,
7,1665,4,8,16,R,
1,1666,19,4,6,R,
2,1667,23,2,2,R,
5,1668,22,10,11,R,
3,1669,23,1,10,R,
4,1670,13,10,13,R,
5,1671,18,5,13,R,
8,1672,22,9,8,R,
4,1673,9,7,16,R,
6,1674,4,3,11,R,
5,1675,17,2,4,R,
5,1676,16,8,1,R,
6,1677,21,7,6,R,
1,1678,22,3,7,R,
3,1679,1,7,3,R,
2,1680,24,0,3,R,
2,1681,9,4,16,R,
8,1682,18,5,16,R,
3,1683,20,6,8,R,
8,1684,23,3,12,R,
2,1685,22,1,4,R,
8,1686,9,3,19,R,
8,1687,11,1,13,R,
5,1688,24,5,9,R,
3,1689,9,7,16,R,
4,1690,7,9,15,R,
8,1691,20,2,4,R,
8,1692,6,0,17,R,
2,1693,7,0,7,R,
5,1694,10,6,2,R,
5,1695,16,3,0,R,
1,1696,13,9,10,R,
3,1697,14,6,11,R,
3,1698,22,9,3,R,
2,1699,21,3,1,R,
8,1700,4,6,16,R,
4,1701,14,6,20,R,
1,1702,6,0,14,R,
1,1703,15,6,14,R,
6,1704,8,8,3,R,
8,1705,16,5,8,R,
7,1706,9,10,19,R,
2,1707,18,7,0,R,
4,1708,7,10,10,R,
2,1709,3,0,1,R,
1,1710,18,2,17,R,
4,1711,24,1,2,R,
1,1712,10,10,10,R,
8,1713,20,9,17,R,
6,1714,16,10,6,R,
5,1715,23,7,6,R,
7,1716,4,5,20,R,
4,1717,16,10,6,R,
1,1718,15,5,18,R,
5,1719,18,1,11,R,
4,1720,19,0,9,R,
8,1721,21,3,6,R,
1,1722,9,4,18,R,
1,1723,2,9,3,R,
3,1724,13,5,5,R,
3,1725,23,5,18,R,
6,1726,13,2,11,R,
5,1727,15,8,3,R,
7,1728,8,8,0,R,
6,1729,1,4,14,R,
2,1730,13,3,12,R,
3,1731,12,8,1,R,
6,1732,2,7,13,R,
8,1733,16,3,8,R,
3,1734,10,5,12,R,
6,1735,1,0,11,R,
4,1736,18,9,2,R,
2,1737,23,7,10,R,
7,1738,14,4,10,R,
3,1739,21,2,13,R,
6,1740,7,7,12,R,
6,1741,23,6,17,R,
4,1742,19,0,3,R,
4,1743,11,10,6,R,
6,1744,3,7,11,R,
7,1745,12,3,12,R,
2,1746,21,4,0,R,
8,1747,17,6,15,R,
2,1748,12,3,16,R,
2,1749,14,9,4,R,
2,1750,19,5,15,R,
7,1751,22,10,11,R,
5,1752,20,2,16,R,
1,1753,11,6,9,R,
8,1754,1,6,17,R,
2,1755,10,4,3,R,
3,1756,8,9,18,R,
1,1757,15,2,12,R,
2,1758,14,9,9,R,
2,1759,18,7,10,R,
6,1760,3,7,15,R,
2,1761,10,2,19,R,
4,1762,16,5,19,R,
6,1763,14,7,19,R,
3,1764,13,7,17,R,
8,1765,24,6,5,R,
5,1766,6,10,12,R,
4,1767,6,5,15,R,
4,1768,13,9,0,R,
1,1769,22,6,12,R,
7,1770,12,1,2,R,
1,1771,15,9,4,R,
3,1772,19,2,12,R,
2,1773,14,0,8,R,
4,1774,7,4,13,R,
4,1775,13,9,5,R,
7,1776,7,6,19,R,
5,1777,2,10,2,R,
4,1778,23,4,1,R,
5,1779,3,5,17,R,
8,1780,18,3,3,R,
1,1781,14,1,15,R,
5,1782,10,9,4,R,
3,1783,12,10,18,R,
3,1784,5,10,0,R,
5,1785,12,5,3,R,
1,1786,15,9,9,R,
1,1787,8,9,3,R,
4,1788,12,9,15,R,
5,1789,22,7,7,R,
5,1790,21,2,6,R,
6,1791,6,5,13,R,
5,1792,12,2,3,R,
2,1793,17,6,10,R,
2,1794,8,6,3,R,
4,1795,1,7,11,R,
1,1796,8,10,12,R,
4,1797,5,6,14,R,
5,1798,24,0,14,R,
7,1799,12,3,9,R,
5,1800,3,8,14,R,
1,1801,10,6,3,R,
5,1802,5,2,1,R,
6,1803,23,9,5,R,
7,1804,7,8,0,R,
7,1805,4,8,0,R,
7,1806,13,5,15,R,
5,1807,16,0,10,R,
7,1808,11,3,20,R,
1,1809,19,1,12,R,
1,1810,4,0,12,R,
4,1811,20,7,11,R,
3,1812,6,7,12,R,
4,1813,10,10,4,R,
3,1814,2,4,13,R,
5,1815,23,0,5,R,
3,1816,8,5,16,R,
5,1817,14,3,5,R,
6,1818,18,9,3,R,
1,1819,13,9,4,R,
1,1820,20,4,3,R,
8,1821,7,6,2,R,
6,1822,19,6,11,R,
1,1823,17,2,4,R,
8,1824,16,3,18,R,
1,1825,2,3,5,R,
6,1826,20,4,8,R,
5,1827,15,8,14,R,
8,1828,14,10,8,R,
3,1829,15,6,0,R,
8,1830,22,0,13,R,
3,1831,8,10,13,R,
5,1832,15,8,16,R,
8,1833,17,10,4,R,
3,1834,21,6,3,R,
3,1835,4,8,7,R,
2,1836,10,5,6,R,
6,1837,23,5,7,R,
7,1838,5,9,16,R,
6,1839,15,5,7,R,
5,1840,4,1,0,R,
5,1841,20,10,0,R,
3,1842,20,3,8,R,
8,1843,10,4,14,R,
3,1844,10,3,17,R,
1,1845,7,4,7,R,
1,1846,20,1,18,R,
1,1847,22,9,3,R,
6,1848,23,6,9,R,
6,1849,15,5,19,R,
5,1850,18,4,11,R,
6,1851,6,7,19,R,
7,1852,23,5,8,R,
8,1853,9,2,17,R,
8,1854,23,5,14,R,
1,1855,22,6,13,R,
1,1856,16,0,7,R,
3,1857,7,9,7,R,
4,1858,19,4,13,R,
6,1859,7,7,3,R,
8,1860,21,2,4,R,
5,1861,10,5,15,R,
2,1862,12,4,8,R,
2,1863,20,8,1,R,
7,1864,18,3,5,R,
8,1865,13,4,10,R,
6,1866,4,10,9,R,
5,1867,13,7,15,R,
3,1868,4,3,17,R,
6,1869,8,8,8,R,
4,1870,7,0,18,R,
5,1871,18,5,2,R,
2,1872,7,3,2,R,
4,1873,18,1,10,R,
3,1874,1,1,6,R,
5,1875,2,7,20,R,
7,1876,13,6,5,R,
1,1877,7,8,18,R,
6,1878,20,2,7,R,
1,1879,3,7,1,R,
1,1880,13,4,0,R,
4,1881,22,7,0,R,
3,1882,15,6,20,R,
3,1883,23,1,17,R,
5,1884,9,10,6,R,
5,1885,17,10,7,R,
1,1886,19,1,5,R,
6,1887,4,3,10,R,
4,1888,24,0,2,R,
2,1889,9,2,17,R,
1,1890,22,4,1,R,
8,1891,15,3,8,R,
7,1892,7,2,12,R,
4,1893,3,4,14,R,
5,1894,16,9,0,R,
7,1895,20,1,7,R,
8,1896,10,7,6,R,
1,1897,21,8,13,R,
6,1898,20,8,5,R,
7,1899,9,8,13,R,
8,1900,14,4,16,R,
4,1901,18,9,2,R,
8,1902,5,8,6,R,
6,1903,15,5,15,R,
7,1904,17,9,17,R,
4,1905,8,4,7,R,
5,1906,5,3,16,R,
3,1907,6,0,0,R,
7,1908,14,4,4,R,
4,1909,6,5,7,R,
3,1910,21,0,9,R,
1,1911,7,10,6,R,
3,1912,13,5,19,R,
3,1913,14,3,3,R,
8,1914,17,9,9,R,
5,1915,3,6,17,R,
8,1916,22,2,16,R,
5,1917,8,8,5,R,
3,1918,16,2,11,R,
2,1919,6,10,1,R,
3,1920,2,0,18,R,
8,1921,19,4,6,R,
7,1922,15,3,13,R,
7,1923,6,9,6,R,
5,1924,21,4,13,R,
4,1925,20,6,17,R,
1,1926,24,10,1,R,
6,1927,20,1,10,R,
6,1928,4,9,4,R,
5,1929,10,1,8,R,
7,1930,1,5,2,R,
7,1931,1,5,1,R,
3,1932,5,6,9,R,
8,1933,6,7,8,R,
2,1934,3,1,13,R,
1,1935,21,3,4,R,
4,1936,13,7,3,R,
7,1937,7,5,13,R,
8,1938,21,10,15,R,
7,1939,18,6,11,R,
8,1940,9,0,16,R,
3,1941,6,9,5,R,
2,1942,8,10,13,R,
5,1943,6,8,0,R,
5,1944,24,2,0,R,
1,1945,4,3,1,R,
3,1946,17,6,8,R,
1,1947,12,8,19,R,
6,1948,24,2,12,R,
1,1949,20,6,14,R,
6,1950,17,1,15,R,
5,1951,12,2,6,R,
6,1952,20,0,15,R,
8,1953,5,3,2,R,
2,1954,13,4,2,R,
1,1955,17,10,11,R,
6,1956,17,9,9,R,
2,1957,21,4,14,R,
2,1958,1,7,11,R,
6,1959,22,5,7,R,
5,1960,19,4,8,R,
7,1961,14,10,3,R,
1,1962,15,4,5,R,
1,1963,15,5,0,R,
7,1964,6,8,15,R,
5,1965,23,0,13,R,
3,1966,24,4,19,R,
1,1967,9,10,3,R,
1,1968,11,7,1,R,
3,1969,14,7,15,R,
2,1970,23,1,2,R,
1,1971,14,5,3,R,
7,1972,12,1,6,R,
5,1973,8,9,10,R,
8,1974,21,9,1,R,
7,1975,16,0,15,R,
7,1976,10,8,9,R,
8,1977,17,3,13,R,
3,1978,23,2,20,R,
7,1979,8,1,10,R,
3,1980,3,1,14,R,
8,1981,5,6,2,R,
8,1982,15,10,18,R,
8,1983,13,6,14,R,
6,1984,18,3,10,R,
7,1985,8,1,0,R,
6,1986,17,1,8,R,
6,1987,19,1,0,R,
5,1988,18,2,6,R,
7,1989,21,8,0,R,
6,1990,20,5,14,R,
4,1991,5,9,17,R,
5,1992,16,9,13,R,
3,1993,15,5,9,R,
4,1994,11,3,6,R,
4,1995,17,7,16,R,
8,1996,16,3,17,R,
3,1997,7,1,18,R,
4,1998,10,8,17,R,
1,1999,18,9,15,R,
6,2000,20,9,15,R,
4,2001,19,3,5,R,
2,2002,21,8,11,R,
2,2003,18,1,2,R,
7,2004,24,0,20,R,
7,2005,22,7,14,R,
6,2006,1,4,20,R,
1,2007,17,1,19,R,
8,2008,12,10,9,R,
7,2009,3,8,19,R,
3,2010,6,8,18,R,
7,2011,12,7,9,R,
4,2012,22,10,5,R,
1,2013,4,6,20,R,
8,2014,1,5,8,R,
8,2015,22,10,17,R,
8,2016,1,6,13,R,
3,2017,6,0,8,R,
7,2018,11,6,0,R,
6,2019,17,4,13,R,
1,2020,17,10,12,R,
2,2021,5,2,13,R,
8,2022,16,2,14,R,
6,2023,20,1,20,R,
5,2024,2,2,9,R,
6,2025,2,2,19,R,
4,2026,7,5,17,R,
3,2027,19,4,18,R,
4,2028,11,1,19,R,
4,2029,24,2,3,R,
7,2030,2,1,16,R,
8,2031,17,0,0,R,
2,2032,17,0,4,R,
1,2033,6,5,8,R,
5,2034,1,8,18,R,
6,2035,6,7,13,R,
8,2036,18,3,17,R,
5,2037,24,3,11,R,
8,2038,15,10,14,R,
1,2039,12,8,5,R,
6,2040,3,4,1,R,
4,2041,3,7,13,R,
2,2042,5,0,6,R,
3,2043,4,7,17,R,
1,2044,22,6,3,R,
5,2045,15,2,1,R,
7,2046,9,1,11,R,
1,2047,9,3,13,R,
1,2048,14,4,1,R,
1,2049,17,8,19,R,
3,2050,3,10,0,R,
5,2051,5,3,7,R,
3,2052,6,1,19,R,
3,2053,23,4,16,R,
7,2054,1,5,20,R,
3,2055,16,0,20,R,
1,2056,9,0,1,R,
2,2057,13,7,9,R,
8,2058,16,1,2,R,
3,2059,15,3,3,R,
5,2060,20,10,13,R,
4,2061,12,3,4,R,
1,2062,21,7,8,R,
